Reward,No cash trade,No stock trade,Net worth end game,Stop day
7.042640686035213,1,0,207.0426406860352,9.0
0.0,0,1,200.0,1.0
6.626186370849609,1,0,206.6261863708496,12.0
0.0,0,1,200.0,1.0
5.953277587890653,1,0,205.95327758789065,9.0
-1.6028251647949219,1,0,198.39717483520508,6.0
3.1154708862304688,1,0,203.11547088623047,8.0
4.898490905761719,1,0,204.89849090576172,12.0
0.0,0,1,200.0,1.0
5.738121032714872,1,0,205.73812103271487,11.0
0.2914161682128906,0,1,200.2914161682129,3.0
0.0,0,1,200.0,1.0
0.5134353637695312,0,1,200.51343536376953,11.0
0.0,0,1,200.0,1.0
6.806671142578125,1,0,206.80667114257812,10.0
-1.6166915893554688,0,1,198.38330841064453,63.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
0.4440574645996094,0,1,200.4440574645996,5.0
8.437309265136747,1,0,208.43730926513675,18.0
5.55084991455081,1,0,205.5508499145508,9.0
3.087596893310547,1,0,203.08759689331055,13.0
0.0,0,1,200.0,1.0
5.6996917724609375,0,1,205.69969177246094,88.0
8.208229064941406,1,0,208.2082290649414,16.0
0.0,0,1,200.0,7.0
0.05550384521484375,0,1,200.05550384521484,8.0
8.80807113647461,1,0,208.8080711364746,66.0
0.0,0,1,200.0,2.0
9.838878631591825,1,0,209.83887863159183,15.0
0.0,0,1,200.0,1.0
0.2914161682128906,0,1,200.2914161682129,13.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,5.0
0.0,0,1,200.0,5.0
5.55084991455081,1,0,205.5508499145508,9.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
15.008075714111328,1,0,215.00807571411133,27.0
10.817184448242188,1,0,210.8171844482422,22.0
8.02777099609375,1,0,208.02777099609375,12.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,1.0
1.0920753479003622,1,0,201.09207534790036,100.0
0.0,0,1,200.0,1.0
7.306182861328125,1,0,207.30618286132812,12.0
3.774566650390625,0,1,203.77456665039062,19.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
5.530040740966797,0,1,205.5300407409668,27.0
1.6236381530761719,0,1,201.62363815307617,13.0
0.5065116882324219,0,1,200.50651168823242,21.0
0.7632255554199219,0,1,200.76322555541992,12.0
4.975902557373047,1,0,204.97590255737305,72.0
5.953216552734403,1,0,205.9532165527344,11.0
-1.0130348205566406,1,0,198.98696517944336,7.0
14.91092300415039,1,0,214.9109230041504,26.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
-0.381622314453125,0,1,199.61837768554688,8.0
0.5550613403320312,0,1,200.55506134033203,13.0
0.0,0,1,200.0,1.0
0.15264129638671875,0,1,200.15264129638672,5.0
8.104087829589844,1,0,208.10408782958984,12.0
9.346210479736328,1,0,209.34621047973633,19.0
4.170085906982422,1,0,204.17008590698242,17.0
0.0,0,1,200.0,1.0
3.5802345275878906,1,0,203.5802345275879,16.0
2.3729629516601562,0,1,202.37296295166016,13.0
4.239402770996094,1,0,204.2394027709961,52.0
4.3128814697265625,0,1,204.31288146972656,90.0
8.832744598388672,0,1,208.83274459838867,54.0
0.0,0,1,200.0,1.0
9.623741149902315,1,0,209.62374114990232,35.0
0.0,0,1,200.0,8.0
5.120571136474609,1,0,205.1205711364746,60.0
0.0,0,1,200.0,1.0
14.0991401672363,1,0,214.0991401672363,35.0
11.698371887207031,1,0,211.69837188720703,36.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
10.983757019042969,1,0,210.98375701904297,26.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,1.0
13.446903228759766,1,0,213.44690322875977,43.0
8.610729217529297,0,1,208.6107292175293,28.0
0.0,0,1,200.0,1.0
4.745964050292969,0,1,204.74596405029297,25.0
0.0,0,1,200.0,1.0
8.54827880859375,1,0,208.54827880859375,32.0
12.080162048339844,0,1,212.08016204833984,66.0
0.0,0,1,200.0,1.0
0.476776123046875,1,0,200.47677612304688,89.0
13.231819152832031,1,0,213.23181915283203,26.0
2.0399818420410156,1,0,202.03998184204102,8.0
-1.6028251647949219,1,0,198.39717483520508,6.0
0.0,0,1,200.0,1.0
13.627265930175781,1,0,213.62726593017578,32.0
4.378490447998047,0,1,204.37849044799805,78.0
8.083457946777344,1,0,208.08345794677734,44.0
6.716529846191406,1,0,206.7165298461914,48.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
11.27511215209961,1,0,211.2751121520996,19.0
8.805042266845732,1,0,208.80504226684573,15.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
6.175319671630859,1,0,206.17531967163086,14.0
2.8032073974609375,1,0,202.80320739746094,17.0
4.4198150634765625,0,1,204.41981506347656,35.0
2.0256996154785156,0,1,202.02569961547852,113.0
7.687938690185575,1,0,207.68793869018558,18.0
6.640216827392578,0,1,206.64021682739258,63.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,4.0
7.590679168701172,1,0,207.59067916870117,48.0
11.517986297607422,0,1,211.51798629760742,42.0
0.0,0,1,200.0,1.0
6.092094421386719,0,1,206.09209442138672,54.0
0.0,0,1,200.0,2.0
0.0,0,1,200.0,2.0
0.138763427734375,0,1,200.13876342773438,8.0
3.989704132080078,0,1,203.98970413208008,31.0
0.0,0,1,200.0,1.0
9.109806060791016,0,1,209.10980606079102,73.0
7.327068328857422,0,1,207.32706832885742,52.0
6.251678466796875,0,1,206.25167846679688,56.0
3.850910186767578,0,1,203.85091018676758,30.0
3.213817596435547,0,1,203.21381759643555,89.0
0.0,0,1,200.0,1.0
9.006607055664062,0,1,209.00660705566406,74.0
0.041622161865234375,0,1,200.04162216186523,9.0
5.226375579833984,0,1,205.22637557983398,117.0
12.780788421630831,1,0,212.78078842163083,33.0
13.759117126464844,1,0,213.75911712646484,25.0
14.411327362060547,1,0,214.41132736206055,31.0
6.3487434387207315,1,0,206.34874343872073,11.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,2.0
13.74530029296875,1,0,213.74530029296875,24.0
9.243427276611328,0,1,209.24342727661133,65.0
7.0564727783203125,1,0,207.0564727783203,10.0
6.3981475830078125,0,1,206.3981475830078,86.0
-0.26366424560546875,0,1,199.73633575439453,9.0
11.670677185058594,1,0,211.6706771850586,43.0
0.0,0,1,200.0,1.0
