Reward,No cash trade,No stock trade,Net worth end game
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
3.218219757080078,0,0,203.21821975708008
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
2.0872268676757812,0,0,202.08722686767578
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
2.303844451904297,0,0,202.3038444519043
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,1,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,0,200.0
0.0,0,1,200.0
-0.24979019165039062,0,1,199.7502098083496
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
0.0,0,1,200.0
