colummn
-136.7689208984375
-82.44612884521484
-66.06915664672852
-95.3920974731445
-31.206592559814425
-61.51165008544922
-22.15153884887698
-33.90158843994138
-45.45799255371094
-61.06734466552743
-37.18318939208979
7.4158210754394815
4.800823211669922
-27.93867874145505
-102.32128143310547
-46.16018295288086
-40.68528366088867
-30.094131469726562
-47.35727691650396
-90.8409461975098
-40.705104827880916
-26.33690643310547
-34.85053253173828
-40.52299499511713
-55.73586654663089
-53.00423049926755
-48.06156539916998
-44.507205963134766
-26.173065185546875
-54.94726562499997
-132.02903366088864
-68.82870483398438
11.762992858886719
0.6672973632812216
-25.635353088378906
-119.4277801513671
-91.0938720703125
-14.748294830322322
-26.791545867919922
-15.399986267089872
-35.984264373779325
-13.14194107055664
-59.63621520996094
-17.270423889160213
-26.667125701904325
-15.165130615234375
-9.494552612304688
-17.00484848022461
7.071090698242159
-10.794670104980497
3.741851806640625
23.452613830566378
-75.69145584106448
-51.1187744140625
-63.785442352294865
-14.380546569824247
-30.756877899169865
-52.684574127197266
-71.79404067993164
-15.728591918945312
-14.737712860107365
-46.78306579589844
-28.46215057373047
-19.373088836669922
-27.408954620361328
-61.458633422851506
-12.905845642089844
-30.51847457885745
-23.20003128051755
-1.5577812194824219
-37.072788238525334
-35.93030166625982
-112.0891532897949
-17.87915802001953
-37.94956207275396
-13.555686950683622
-31.691020965576172
-13.527210235595703
-39.670413970947266
-39.62992095947263
-41.56986618041995
-30.034996032714844
-57.0101699829101
-4.032054901123075
17.093841552734403
-34.96844100952151
0.0359039306640625
-10.559505462646484
-36.193016052246094
-43.44996261596674
-26.169589996337862
-42.363433837890625
-33.37765121459961
10.968441009521484
-33.599937438964844
-2.5928001403808594
11.361309051513643
-9.171070098876925
-15.53670883178711
-2.0488052368164347
-29.20795440673828
-30.31499099731451
-33.78311538696289
-45.756778717041016
-73.42804718017578
-36.33234786987305
-28.266620635986328
-18.19412612915042
18.61166000366211
-43.570377349853516
1.1701698303222656
-20.250465393066406
-15.73819351196289
-25.084583282470703
-57.12686538696292
-20.559246063232422
-52.002525329589844
-65.91414260864258
-65.03375625610354
-54.189437866210966
-25.210159301757784
-80.82177734375
-58.75439834594724
-23.142124176025334
-58.798370361328125
1.1868858337402344
-36.83395767211914
-52.45939254760745
-16.208538055419922
-9.76535415649414
-5.560176849365234
-78.73287582397461
-35.78712463378906
-29.9548530578613
-14.714916229248047
-43.86210632324219
-134.49900817871094
-77.24102783203125
-106.82062530517578
-72.14693832397467
-59.307777404785156
-65.00457382202151
-131.28914260864263
-45.1759147644043
-36.18215179443354
-85.59381866455078
-108.64982223510737
-89.24124908447266
-84.0990028381348
-83.08118057250971
-1.2554092407226278
5.7299346923828125
