Reward,No cash trade,No stock trade
38.02304077148435,82,9
36.93629074096677,131,1
48.79250335693354,101,39
43.89086151123044,105,8
42.33518600463873,124,1
37.14488983154297,50,5
42.57929611206055,17,20
38.59190368652341,22,0
37.5191535949707,114,0
24.10513687133789,110,1
46.43391799926749,61,30
46.25087356567383,135,0
29.325962066650362,159,0
47.67491149902344,122,23
47.35433959960935,113,6
35.00843048095703,128,0
46.00190353393552,19,28
37.76773452758789,83,0
29.30373764038083,114,13
27.392410278320312,36,16
38.72154235839841,16,0
28.77991485595703,87,0
31.155372619628935,89,1
38.258426666259766,13,14
29.170986175537166,23,0
29.126136779785156,92,0
27.71361160278323,23,0
38.681575775146484,16,23
27.97208023071292,148,0
38.85176086425781,21,28
33.0860404968262,4,2
31.118778228759737,73,0
41.03809738159177,67,14
36.29328918457031,110,2
22.61495590209961,118,0
31.756290435791016,12,1
31.47979736328125,81,0
33.18260955810544,17,20
25.828834533691406,4,55
14.857376098632812,108,13
29.984405517578125,169,0
35.446643829345675,26,24
32.99577331542969,1,2
50.344566345214844,56,29
30.189369201660213,75,1
31.912078857421875,10,41
19.17646789550784,51,26
26.568084716796875,21,0
43.973171234130916,128,12
37.854698181152315,95,8
34.483055114746094,2,17
44.77797317504883,63,40
35.5317306518555,49,18
22.026229858398438,17,7
42.39231491088867,114,6
36.67269515991211,139,0
37.31314849853513,121,8
40.32725524902344,145,1
40.38279342651367,102,0
48.55105209350583,16,11
23.868923187255888,17,0
42.3050537109375,136,14
37.18102264404311,57,6
36.23095703125003,149,0
36.90517044067383,49,0
28.93450927734375,144,0
35.71075057983401,20,5
38.877655029296875,21,0
19.897132873535156,139,14
21.307037353515625,128,4
28.992313385009766,81,0
33.83051300048828,52,0
37.96250915527338,83,7
42.38879776000974,15,45
51.006526947021456,15,25
27.036685943603544,84,1
30.490348815918026,11,13
28.253643035888672,142,2
35.976654052734375,103,15
30.19689178466797,23,8
35.81071472167969,111,6
36.527122497558594,71,0
37.826839447021456,107,0
22.15752410888672,118,0
28.80555343627927,22,0
30.32359313964841,131,0
21.811100006103544,82,0
30.145858764648438,103,1
29.356914520263672,117,0
25.520034790039034,111,0
41.24642181396479,111,1
46.60495376586914,3,5
51.91652679443365,87,25
27.048450469970703,183,1
23.075027465820312,107,1
41.119964599609375,127,13
45.51086044311529,91,7
41.44021987915039,142,4
43.134254455566406,22,28
46.27294921875,11,28
49.22920608520508,21,17
24.98959732055664,145,1
45.82385253906253,133,10
37.22606658935547,84,46
32.66887664794916,112,17
48.05093765258792,138,39
38.047630310058594,119,0
40.43369293212888,137,8
37.41719055175784,33,49
48.1715202331543,173,7
35.11248016357419,163,0
44.340587615966825,114,19
33.89768600463864,123,0
43.33990097045901,84,4
38.27357101440427,106,0
27.058109283447266,180,1
50.000022888183565,90,27
37.497379302978544,72,13
34.484561920166016,60,0
42.930213928222685,17,40
47.64251708984375,46,1
39.674034118652315,19,70
44.95517349243164,12,39
26.21747589111328,11,36
46.489429473876925,26,49
42.67246627807617,70,28
43.850711822509766,12,31
46.907859802246094,97,3
36.23093414306638,26,35
34.90223693847662,20,63
42.08154296875,49,47
46.5751838684082,25,32
43.66220092773443,31,24
34.35118865966797,90,0
47.79228591918945,19,41
44.8835830688476,75,11
43.289356231689425,22,36
35.24422836303711,15,51
41.38636398315427,10,20
48.15807342529297,19,49
14.250045776367188,4,28
39.476245880126925,18,57
31.637229919433622,131,0
37.9560623168945,41,36
49.469783782958984,120,32
26.876239776611357,128,1
46.824981689453125,75,24
32.205104827880746,61,0
39.40884399414065,121,17
38.46925735473627,168,0
32.1234245300293,158,0
37.72013854980466,149,0
43.02343749999997,116,11
37.40123748779297,16,72
18.28936767578125,28,7
41.7536926269531,48,0
32.48667907714844,89,0
49.84262466430664,33,54
26.22496795654297,120,0
33.22538757324219,14,29
41.98044204711914,17,53
43.313194274902344,17,60
36.925273895263615,60,0
29.82816696166998,147,0
42.47073745727542,66,49
35.131702423095646,47,15
29.734989166259766,7,49
28.00545883178711,34,56
50.341854095458984,84,76
41.071197509765625,27,61
46.1888732910156,112,27
23.658878326415987,85,0
32.009635925293,105,0
35.7340354919433,28,47
41.55519485473633,18,31
43.8353576660156,41,32
37.207481384277344,15,2
27.12094497680664,15,27
47.90947341918945,34,34
48.128196716308594,15,19
25.880123138427734,15,27
51.386871337890625,85,25
33.44303894042966,31,43
38.20747375488281,60,39
16.98126983642578,163,0
28.574790954589815,113,4
23.548824310302734,92,45
26.48641586303711,129,50
17.778095245361328,18,56
16.27383041381836,7,36
24.103137969970703,64,50
26.39208984375,120,30
46.12917709350589,81,39
16.967784881591797,51,0
11.92934799194336,42,20
28.961936950683594,25,42
39.171760559082,75,35
23.349437713623047,122,38
13.081752777099581,19,51
37.2828369140625,48,37
14.131130218505831,77,2
15.49898910522461,45,2
25.267547607421875,92,8
51.34421157836914,140,14
47.96498489379883,102,25
50.57466506958011,106,41
28.82988739013672,162,0
36.269290924072266,115,0
37.682952880859375,143,0
45.40024185180664,84,19
47.68158721923828,146,25
45.45034790039057,144,5
44.194881439208984,179,8
46.103710174560575,146,8
45.4609489440918,116,37
18.27945327758789,61,1
41.1406173706055,16,26
39.78973388671875,14,14
49.34357833862305,59,32
40.00531768798828,39,43
41.01934051513672,34,45
45.731277465820284,80,24
43.77961730957037,36,38
40.53279495239258,10,40
36.691234588623075,32,7
44.539382934570284,14,10
34.84930419921875,2,2
45.46354293823245,15,51
44.11807632446292,69,7
40.682075500488224,154,6
35.142459869384766,188,0
47.44485855102539,136,31
51.48158645629886,106,28
47.03900909423825,113,25
41.615821838378906,124,29
46.8587646484375,133,43
46.790916442871094,123,45
39.317928314208984,131,0
27.690792083740234,179,0
46.486927032470646,123,18
36.38983154296875,70,15
34.87213134765622,12,13
52.84666442871094,55,43
45.64037322998047,134,4
38.548274993896456,145,1
49.994476318359375,103,49
38.66529083251953,13,10
47.49149703979492,116,15
38.54149627685547,24,25
48.96834182739258,34,54
42.473201751708984,7,49
38.33639144897461,171,0
37.43196105957031,176,0
27.871585845947266,167,1
47.52174758911133,93,50
42.54231643676758,12,35
46.28661727905276,115,59
48.681838989257784,23,6
37.33106231689453,18,0
35.43545913696289,76,9
47.38448715209958,34,8
37.05644226074216,7,47
38.43987274169922,59,59
36.151824951171875,171,0
37.742900848388615,53,34
56.86506652832037,71,36
50.482933044433594,139,40
31.60028839111328,103,21
50.50175476074213,11,4
36.9181022644043,8,26
17.234363555908203,5,1
39.32545471191406,30,0
38.19178771972656,9,52
30.18023681640628,29,0
27.237648010253906,95,0
46.754608154296875,62,32
55.803543090820284,73,40
52.12042999267578,96,41
31.265052795410185,173,0
37.795772552490206,119,0
47.4831733703613,121,44
48.80711364746094,69,16
58.270469665527344,116,35
45.66520690917969,96,6
29.41067123413086,73,28
49.5469970703125,116,33
43.4526252746582,142,29
39.87746429443354,165,0
18.177085876464872,93,4
38.862220764160156,31,41
48.63807296752927,9,7
42.271244049072266,11,1
48.05167770385742,78,33
47.9547004699707,78,34
43.64725112915039,30,50
50.69301223754883,72,51
36.35557174682614,24,14
39.00539016723636,113,0
47.73548126220703,56,38
33.83042526245117,27,51
46.02245330810547,20,32
39.335865020751925,25,43
46.40374755859375,77,36
53.46777343749997,64,43
49.33188247680664,101,38
39.83873367309573,11,40
29.98421859741211,10,41
39.643253326416044,17,15
37.68458938598633,20,4
37.4261589050293,40,47
38.47058105468753,16,50
44.869503021240234,93,37
18.181167602539062,73,14
37.50978469848633,27,11
24.53369140625,23,2
34.91561508178714,16,1
24.815452575683565,55,1
39.20643615722659,18,50
32.67916107177737,50,43
32.48604965209961,27,50
39.360031127929716,69,54
35.58029174804685,14,48
31.90320587158203,18,6
27.754398345947266,72,0
32.14468002319339,16,38
34.62044525146487,35,21
36.26080322265622,54,26
35.542091369628906,11,0
43.411495208740234,47,42
34.571651458740234,89,49
37.446468353271484,11,56
29.7789306640625,71,20
41.36178970336914,79,0
36.039333343505916,12,53
38.82954025268555,15,47
35.960140228271484,40,76
25.57364273071289,103,21
48.774974822998075,68,27
28.42770767211914,128,0
29.945343017578153,89,29
36.99816894531247,99,51
39.245243072509766,130,24
40.11713409423828,16,47
17.906497955322266,96,30
23.277790069580078,93,15
22.974349975585938,59,6
21.795631408691406,131,2
39.161720275878906,29,47
16.32343292236328,11,2
41.6182861328125,111,49
39.79598617553711,93,58
36.26837158203125,29,52
44.215732574462834,13,52
43.68880844116211,72,35
34.93473434448239,61,58
29.961448669433594,20,45
28.972919464111328,13,59
22.40696716308591,10,55
26.39183807373047,73,0
36.049575805664034,13,37
17.053630828857422,73,0
38.73249053955081,9,15
22.89863967895505,44,0
25.574207305908203,121,0
43.42325210571292,74,12
34.76826858520508,34,76
30.463459014892578,103,36
36.29084014892578,12,0
40.400535583496094,18,44
24.135684967040987,83,0
39.086311340332,16,48
26.955764770507812,40,52
35.54932403564453,13,26
36.481910705566435,8,28
40.60740280151367,18,50
29.12515640258789,96,0
38.140323638916016,65,47
30.605796813964872,38,67
37.23331832885742,18,38
28.127002716064425,22,53
38.91767883300781,76,48
27.787036895751953,154,0
41.958255767822294,80,11
37.899127960205135,70,46
23.854740142822294,77,54
35.62413024902344,1,6
24.684425354003906,70,4
27.329925537109375,6,80
38.49204635620117,84,45
28.956207275390653,8,33
34.28644943237305,17,7
43.96543502807617,90,5
24.153274536132812,10,14
38.64403533935547,39,81
29.492904663085966,143,0
30.223602294921875,12,61
36.43207931518552,69,0
31.58498764038086,29,49
38.01546859741211,47,47
40.08903884887695,61,77
37.422264099121065,121,46
28.982093811035156,147,0
30.476318359375,16,100
30.28702163696292,8,90
40.01945877075195,121,54
37.808631896972656,64,99
23.408702850341797,63,58
27.073272705078125,87,49
30.31757354736328,52,28
37.27722930908203,24,19
34.7418022155762,48,45
21.187496185302734,2,34
26.210346221923828,12,89
19.47471618652341,42,4
14.864253997802734,5,33
25.454578399658175,92,73
33.91067123413089,6,67
30.794700622558622,49,69
26.60602569580078,149,0
28.73493194580078,68,0
41.44511795043951,12,0
33.27460098266599,121,0
45.98872756958011,9,7
21.85546112060547,23,95
25.56958007812503,127,0
38.14429473876953,12,0
31.49110412597659,15,45
29.381351470947266,131,0
33.473510742187585,10,76
31.938541412353487,142,0
30.10586166381833,93,69
28.73870849609375,80,17
42.94491195678711,89,2
46.508575439453125,114,38
43.74084091186518,117,16
36.305404663085994,165,0
52.591190338134766,59,37
29.47835922241208,21,52
26.48921585083005,24,61
22.949859619140597,40,2
23.836578369140625,39,27
27.31629180908203,71,3
38.735427856445284,99,22
27.989856719970703,75,24
20.81924057006836,22,2
20.64902114868164,87,0
39.273021697998104,22,47
20.7186279296875,69,58
38.50007247924805,48,18
37.001529693603516,187,2
29.642181396484347,169,0
37.523319244384766,173,0
43.544891357421875,95,18
36.86809921264643,31,12
37.80976867675781,90,11
40.68088912963867,41,12
38.63067245483404,119,0
37.12047576904297,173,0
42.427738189697266,94,16
43.03526687622076,90,13
40.70193862915036,99,37
43.194042205810575,75,63
54.11215972900396,98,35
51.444007873535185,82,40
15.868721008300781,3,74
48.67412185668945,118,39
47.610591888427706,144,36
43.90661621093747,136,3
48.42843246459961,107,26
29.82152557373047,179,0
47.61539077758789,51,44
48.8463249206543,61,26
37.06573867797846,51,34
48.11851119995117,137,44
42.609020233154325,60,20
53.36924362182617,101,45
46.54922103881836,55,9
38.53053283691406,99,12
37.62153244018552,33,0
45.05356216430667,95,48
40.37892150878909,69,0
25.587417602539062,154,0
54.67766189575198,16,38
43.85704421997073,97,32
39.594478607177734,44,36
46.43873977661133,1,51
46.621986389160156,51,25
45.26070022583008,5,24
32.135799407958984,9,0
34.72390365600583,40,0
32.737209320068416,5,33
51.648815155029325,59,6
44.954822540283175,90,73
34.84014511108401,79,0
28.51955795288086,8,20
37.08736038208005,160,0
38.41313552856448,119,0
40.50893783569336,3,0
17.4257621765137,65,0
45.72067642211914,15,15
26.522930145263672,141,6
29.93729019165042,15,1
31.154136657714844,15,0
39.247886657714844,30,0
32.19790267944333,94,0
27.46942138671875,37,1
25.821365356445312,23,0
27.232082366943388,84,0
48.584312438964815,65,39
21.513137817382784,102,0
40.11956787109375,7,5
36.85688400268555,15,0
28.061073303222656,4,3
41.108829498291044,44,1
35.23333740234375,90,0
37.78369140624997,96,0
27.536815643310547,26,4
25.372493743896484,23,0
43.573951721191406,85,1
30.013694763183594,81,0
37.42884826660156,104,0
24.05406951904297,15,3
31.143142700195312,58,0
26.446735382080078,28,8
16.315017700195312,55,4
4.073886871337891,50,4
21.92816162109375,5,2
25.737133026123047,93,1
29.18427276611328,191,0
25.887233734130888,136,0
36.211891174316406,151,0
30.73450851440427,114,0
40.48518371582031,169,0
38.06767654418948,183,0
29.058170318603516,170,0
40.731971740722656,51,49
29.914047241210966,149,0
37.40021896362305,107,0
40.81060791015625,116,7
36.646812438964815,156,0
14.151161193847685,139,0
28.799827575683594,158,0
29.116668701171847,168,0
30.699687957763643,152,0
28.655811309814425,169,0
34.67399978637698,115,0
36.74850845336914,78,0
32.77725601196289,52,0
36.47471618652341,92,0
37.505523681640625,154,0
38.45356750488281,147,0
28.279678344726534,193,0
29.727561950683594,181,0
37.84371566772464,124,0
22.41881561279297,58,26
21.471763610839844,17,48
39.48353958129883,6,53
27.546375274658203,5,70
29.82343292236328,7,25
41.40872573852536,98,10
33.37338638305664,65,0
48.17929458618161,127,45
41.482803344726506,159,5
43.08700942993161,124,51
19.496597290039062,91,74
8.392677307128906,6,65
15.080455780029297,0,101
14.964725494384766,59,57
19.286857604980412,162,14
31.329700469970703,41,7
28.056625366210938,7,74
31.5906982421875,26,44
35.111289978027344,4,31
28.60708999633789,6,80
32.719303131103516,31,36
40.649314880371094,4,32
43.84269332885742,50,72
38.821754455566406,65,51
45.03848648071292,91,65
42.13912582397464,47,50
41.50386047363281,49,51
41.45509719848633,104,53
52.29731369018555,108,23
42.57838821411133,61,65
